用户		电影		预测rating		实际rating
33384		661		3.0		3.0 
33384		3039		3.0		4.5 
33384		6503		5.0		4.0 
33384		1747		3.5		4.0 
33384		7620		3.0		4.0 
33384		46850		3.0		3.0 
33384		8610		3.0		4.0 
33384		50872		4.0		4.5 
33384		59615		3.5		3.5 
33384		3301		2.5		3.0 
33384		345		3.5		3.5 
33384		2289		3.0		2.0 
33384		58559		3.0		3.0 
33384		2990		2.5		3.0 
33384		7647		3.0		3.5 
33384		2406		3.5		4.0 
33384		3552		3.0		4.0 
33384		1517		4.0		4.0 
33384		6877		3.0		4.0 
33384		8379		3.0		3.5 
33384		2174		4.0		5.0 
33384		49272		3.5		4.0 
33384		3996		4.0		5.0 
33384		26487		3.0		3.0 
33384		1967		2.5		3.0 
33384		53466		3.0		3.0 
33384		2078		3.0		2.5 
33384		912		3.5		4.5 
33384		4896		3.0		4.0 
33384		7102		3.0		2.5 
33384		1374		4.0		4.0 
33384		3702		2.5		0.5 
33384		45499		3.5		1.5 
33384		913		3.0		4.0 
33384		6537		2.5		2.0 
33384		3505		4.0		5.0 
33384		1148		3.5		5.0 
33384		55269		2.5		2.0 
33384		6365		3.5		4.0 
33384		5952		3.5		4.0 
33384		1197		3.0		3.0 
33384		62999		3.0		4.5 
33384		1346		3.0		2.0 
33384		1265		3.5		3.5 
33384		2916		2.5		3.0 
33384		2657		3.5		4.0 
33384		1230		3.5		5.0 
33384		5120		3.0		5.0 
33384		61132		3.0		2.5 
33384		356		3.5		4.0 
33384		25927		3.0		3.0 
33384		26700		3.0		4.0 
33384		53974		3.0		1.5 
33384		1370		3.0		1.5 
33384		3751		3.5		4.0 
33384		3639		3.0		3.0 
33384		3060		4.0		4.5 
33384		2947		2.5		3.0 
33384		4220		2.5		2.5 
33384		3107		3.0		3.0 
33384		488		3.0		5.0 
33384		2137		3.5		4.0 
33384		5896		3.0		5.0 
33384		1641		3.5		4.0 
33384		52975		3.0		4.0 
33384		2011		4.0		5.0 
33384		6664		2.5		2.0 
33384		42004		3.5		4.5 
33384		5872		3.0		5.0 
33384		33725		3.0		3.0 
33384		1479		2.0		1.0 
33384		355		3.0		1.5 
33384		2118		3.0		1.0 
33384		5219		2.5		1.0 
33384		34		2.0		1.5 
33384		5034		3.0		5.0 
33384		33004		4.0		3.5 
33384		4993		3.5		3.0 
33384		252		3.0		2.0 
33384		1249		3.5		3.0 
33384		3105		3.5		4.0 
33384		4329		3.0		4.0 
33384		54286		2.5		3.0 
33384		5931		3.0		2.0 
33384		1266		3.5		3.0 
33384		296		3.0		2.0 
33384		2355		2.5		1.0 
33384		150		2.5		3.0 
33384		56152		3.0		3.5 
33384		4446		2.5		3.0 
33384		1101		2.5		1.0 
33384		4703		3.0		4.0 
33384		56607		3.0		4.0 
33384		5989		3.0		2.0 
33384		5439		3.0		4.0 
33384		7708		3.0		3.0 
33384		1339		3.0		3.5 
33384		1957		2.5		3.5 
33384		4816		2.5		3.0 
33384		4558		2.5		4.0 
33384		551		3.5		2.0 
33384		608		3.0		1.0 
33384		1267		3.5		3.5 
33384		6658		3.0		2.5 
33384		8516		3.0		3.5 
33384		1663		3.0		4.0 
33384		52722		3.0		3.0 
33384		2108		4.5		3.0 
33384		5033		3.0		4.0 
33384		1292		4.5		5.0 
33384		4920		3.0		4.5 
33384		2571		4.0		4.0 
33384		2683		2.0		3.0 
33384		3685		3.0		4.0 
33384		2739		3.5		4.0 
33384		2257		3.0		4.0 
33384		8644		2.5		2.0 
33384		1214		3.5		1.0 
33384		4876		3.0		1.5 
33384		8951		4.0		3.5 
33384		2770		3.0		2.5 
33384		2413		3.0		4.0 
33384		3977		2.5		4.0 
33477		6625		2.0		0.5 
33477		3669		2.0		1.5 
33477		6483		2.0		0.5 
33477		2451		2.0		2.0 
33477		33966		2.0		2.0 
33477		27801		1.5		1.5 
33477		504		2.0		2.5 
33477		3710		2.0		2.5 
33477		4714		2.0		3.0 
33477		31221		1.0		0.5 
33477		44788		2.5		2.5 
33477		460		2.0		1.0 
33477		32022		2.0		1.0 
33477		700		2.0		2.0 
33477		4630		2.0		1.0 
33477		968		3.0		5.0 
33477		4636		2.0		0.5 
33477		31422		2.5		1.5 
33477		7492		2.0		5.0 
33477		51662		2.0		2.0 
33477		4089		2.0		2.5 
33477		2275		1.0		0.5 
33477		667		2.0		0.5 
33477		46347		2.0		3.5 
33477		6319		2.0		2.0 
33481		1380		3.0		3.0 
33481		316		3.0		4.5 
33528		1208		4.0		4.0 
33579		1517		5.0		4.5 
33770		56757		5.0		4.5 
33770		4973		5.0		5.0 
33770		54190		5.0		5.0 
33780		2952		4.0		4.5 
33784		8919		3.5		3.5 
33784		8369		4.0		2.5 
33784		32582		4.5		3.5 
33784		42734		3.0		4.0 
33784		37855		3.5		4.0 
33784		48520		3.0		2.0 
33784		56775		3.5		3.5 
33784		34338		3.5		2.0 
33784		48304		3.5		4.5 
33784		48043		3.0		4.0 
33784		37386		2.5		2.0 
33784		3192		3.5		4.5 
33784		45062		2.5		3.5 
33784		53123		3.0		5.0 
33784		27432		3.5		4.0 
33784		6286		3.5		3.0 
33784		33649		3.5		4.0 
33784		42725		3.5		3.0 
33784		4978		3.0		4.5 
33784		49347		2.5		3.5 
33784		33592		3.5		2.0 
33784		8720		3.5		4.0 
33784		45730		3.5		2.5 
33784		52604		3.0		4.0 
33784		39414		3.5		2.5 
33784		50068		3.5		2.0 
33843		1300		2.5		5.0 
33866		1176		3.5		3.5 
33866		1120		3.5		4.0 
33866		1952		3.5		4.0 
33866		1617		3.5		3.5 
33866		290		3.5		3.5 
33866		5932		3.5		3.5 
33866		928		4.5		3.5 
33866		30803		3.0		3.5 
33866		31658		3.0		3.5 
33866		82		3.5		3.5 
33866		7256		3.5		3.5 
33866		7884		3.5		2.0 
33866		6016		3.0		3.5 
33866		2542		3.5		4.0 
33866		4144		4.0		3.5 
33866		3706		2.0		4.0 
33866		665		4.0		3.5 
33866		3993		4.0		4.0 
33866		514		3.5		3.0 
33866		32		3.5		3.5 
33866		6344		3.5		3.5 
33866		8582		4.0		4.0 
33866		2976		3.5		3.5 
33866		1464		3.0		4.0 
33866		6935		2.5		3.0 
33866		760		3.5		4.0 
33866		1237		3.5		4.0 
33866		8464		3.5		3.5 
33866		45722		3.5		3.0 
33866		3925		3.5		3.0 
33866		2692		3.0		3.5 
33866		996		3.0		2.0 
33866		5618		3.5		4.0 
33866		3989		3.5		3.5 
33866		3677		3.0		3.5 
33866		2762		3.5		3.0 
33866		1232		3.5		4.0 
33866		1405		2.5		3.5 
33866		4874		2.5		3.0 
33866		31410		3.5		3.0 
34197		111		4.0		4.5 
34197		30793		4.5		2.0 
34197		8154		4.0		5.0 
34197		44199		4.5		4.0 
34197		3134		3.5		5.0 
34197		4914		4.0		5.0 
34226		2716		4.0		5.0 
34295		34405		5.0		5.0 
34329		7573		2.5		1.5 
34329		3626		3.0		3.5 
34378		2858		2.5		4.5 
34384		48385		0.5		0.5 
34384		1923		0.5		0.5 
34405		1272		3.5		4.0 
34405		1213		4.0		5.0 
34405		4344		3.5		3.5 
34405		4993		3.5		5.0 
34405		2366		3.5		4.0 
34405		5464		3.0		4.0 
34405		1221		3.5		4.0 
34405		3020		4.5		4.0 
34405		5378		2.5		2.5 
34405		2944		3.5		3.0 
34405		3861		3.5		4.0 
34405		733		3.5		3.5 
34405		2021		2.5		2.0 
34405		3997		1.5		3.5 
34405		6537		3.5		4.0 
34405		3617		3.0		3.5 
34405		33004		4.0		4.0 
34405		405		3.5		1.5 
34405		6377		3.5		4.0 
34405		597		3.5		3.5 
34405		4475		3.5		3.0 
34405		2167		4.0		3.0 
34405		3979		3.5		3.5 
34405		1136		4.0		4.0 
34405		5502		4.0		3.5 
34405		356		3.5		4.5 
34405		260		4.0		5.0 
34405		953		4.5		4.0 
34405		5630		3.5		4.0 
34405		5400		3.0		4.0 
34405		3593		3.5		2.5 
34405		1917		3.5		3.0 
34405		3793		3.5		4.0 
34405		37382		3.5		2.0 
34405		8581		2.5		2.5 
34405		5816		3.5		4.0 
34405		780		3.0		3.5 
34405		33646		3.5		4.0 
34405		2617		4.0		4.0 
34405		33493		3.0		5.0 
34405		1358		3.5		2.5 
34405		4052		3.5		3.0 
34405		4896		3.5		4.0 
34405		593		3.5		3.5 
34405		590		3.5		2.0 
34405		2420		3.0		4.0 
34671		31424		-1.5		1.0 
34671		2549		1.0		1.0 
34671		546		0.5		1.0 
34671		4367		2.5		1.0 
34671		5463		1.5		3.0 
34680		2657		5.0		5.0 
34680		2699		4.5		2.0 
34680		1748		4.5		4.5 
34680		7361		5.0		5.0 
34680		1732		4.5		4.5 
34680		296		5.0		5.0 
34680		2997		5.0		4.5 
34680		541		5.0		4.5 
34680		1235		5.0		5.0 
34680		1233		5.0		4.5 
34680		50		5.0		5.0 
34680		4235		5.0		4.5 
34680		31804		4.5		4.0 
34687		5014		3.0		4.5 
34687		551		3.5		3.0 
34687		410		1.5		2.0 
34687		1090		3.0		3.5 
34704		2012		4.5		3.5 
34704		3996		4.0		4.0 
34713		1917		5.0		3.0 
34783		4359		3.0		3.0 
34783		6410		3.0		3.0 
34857		2010		5.0		5.0 
34857		3504		5.0		5.0 
34857		1941		4.5		5.0 
34857		924		4.5		5.0 
34881		3511		4.0		4.0 
34881		36529		4.0		4.5 
34958		40010		4.0		4.5 
34958		53322		4.0		4.0 
34958		33880		4.0		5.0 
35051		1747		2.5		2.5 
35105		45666		4.0		5.0 
35105		37720		5.0		3.5 
35141		296		4.5		5.0 
35319		2100		2.5		4.0 
35373		2845		3.5		2.0 
35373		293		4.0		4.0 
35373		253		4.0		4.0 
35373		37733		4.5		3.0 
35408		5017		4.5		5.0 
35408		7328		4.5		5.0 
35408		7936		4.5		5.0 
35408		25954		4.5		5.0 
35455		57528		3.0		1.5 
35530		3354		2.0		3.5 
35601		3275		2.5		4.0 
35660		6867		4.5		4.5 
35665		466		5.0		3.5 
35814		1339		3.0		3.0 
35899		1288		2.5		4.5 
36049		2028		4.5		4.0 
36049		500		3.5		4.0 
36063		45666		5.0		5.0 
36063		3088		5.0		3.5 
36063		27790		4.5		4.5 
36063		30810		3.5		4.0 
36151		3910		5.0		5.0 
36151		296		5.0		5.0 
36151		39183		4.0		4.0 
36151		186		2.5		1.0 
36151		4226		5.0		5.0 
36151		8961		4.5		5.0 
36151		56367		4.0		4.0 
36151		3157		1.0		3.5 
36151		55995		3.5		2.0 
36151		55052		4.0		3.5 
36151		1136		5.0		5.0 
36151		1291		4.5		5.0 
36151		1172		4.5		5.0 
36151		1244		4.5		5.0 
36151		8360		5.0		4.5 
36151		33794		5.0		4.5 
36151		1282		5.0		5.0 
36151		1		5.0		5.0 
36151		4306		4.0		4.0 
36151		1221		5.0		5.0 
36151		920		4.0		4.0 
36151		1270		5.0		5.0 
36151		6787		5.0		4.5 
36151		1080		5.0		5.0 
36151		7361		5.0		4.5 
36151		55276		4.0		4.0 
36151		912		5.0		5.0 
36151		2067		4.5		4.0 
36151		938		4.0		3.0 
36151		1876		3.5		3.0 
36294		1291		2.5		5.0 
36553		42738		2.0		3.0 
36558		6942		3.5		3.5 
36559		60647		3.0		3.0 
36559		55721		3.5		5.0 
36559		59103		3.5		4.0 
36559		64249		3.5		3.0 
36559		6214		3.5		4.5 
36559		58299		5.0		4.0 
36559		55118		2.5		1.5 
36600		56949		2.5		3.0 
36632		39183		4.5		4.0 
36632		1653		4.5		4.5 
36688		7090		2.5		5.0 
36719		3471		4.0		4.0 
36784		2710		2.5		1.5 
36784		2643		1.0		1.0 
36784		353		1.0		3.0 
36784		5254		2.5		2.0 
36784		1356		3.0		2.5 
36784		2115		2.5		2.5 
36784		5611		3.0		3.0 
36784		45722		2.0		2.0 
36784		7439		3.5		3.0 
36784		5541		2.5		3.5 
36784		2728		2.5		2.5 
36784		6365		2.5		3.0 
36784		3703		3.0		3.0 
36784		1291		3.0		2.5 
36784		4666		2.5		3.5 
36784		2642		0.5		2.0 
36784		1377		2.5		3.0 
36784		5500		2.5		3.5 
36784		8985		1.5		1.5 
36784		1299		2.5		3.5 
36784		2527		3.0		2.5 
36784		6541		3.0		3.0 
36802		1049		5.0		5.0 
36802		31685		4.0		4.0 
36802		7293		3.5		3.0 
36931		4226		3.0		3.0 
36931		55820		4.0		5.0 
36931		592		3.5		3.0 
36931		260		4.0		4.0 
36931		1198		4.5		4.5 
36931		1284		4.0		4.0 
36931		480		4.0		4.0 
37001		3241		5.0		3.5 
37037		1275		5.0		4.5 
37195		8189		4.5		4.5 
37216		6296		4.5		0.5 
37216		5989		4.0		4.0 
37216		1950		4.0		4.0 
37216		4720		4.5		4.5 
37216		3948		3.5		4.0 
37216		2096		4.5		5.0 
37216		2011		4.0		4.0 
37216		1959		5.0		4.5 
37216		1958		4.5		4.0 
37216		1265		4.0		4.5 
37216		532		3.0		4.0 
37216		156		4.0		1.0 
37216		1012		3.0		4.5 
37216		2002		4.0		4.0 
37216		318		4.0		4.0 
37419		3752		3.5		3.5 
37419		1625		3.5		4.0 
37419		4226		4.0		5.0 
37419		37741		4.0		4.0 
37419		2329		4.0		5.0 
37419		5686		3.0		0.5 
37419		508		4.0		4.5 
37419		41566		3.0		2.5 
37419		2959		4.0		5.0 
37419		47		4.0		5.0 
37419		589		4.0		4.0 
37419		7318		1.5		0.5 
37419		2502		4.0		4.5 
37419		33154		3.5		4.5 
37419		1753		2.5		3.0 
37419		593		4.0		3.5 
37419		41716		4.0		4.0 
37419		40826		3.5		3.5 
37419		39231		2.0		2.5 
37419		43708		3.5		2.5 
37419		3535		4.0		3.5 
37419		3994		4.0		4.5 
37419		546		2.5		2.0 
37419		2858		4.0		5.0 
37419		44204		3.5		2.5 
37419		45210		3.5		4.0 
37419		6188		3.5		4.5 
37419		7360		4.0		4.0 
37419		27397		2.0		3.0 
37419		6333		3.5		3.5 
37420		2764		2.5		3.0 
37568		6754		2.0		1.5 
37568		223		3.5		4.0 
37568		778		2.5		3.0 
37568		5062		3.0		4.0 
37568		2138		3.0		4.0 
37568		8783		3.5		3.5 
37568		3388		3.0		3.5 
37568		8983		2.0		3.0 
37568		1278		4.0		5.0 
37568		2118		2.5		4.0 
37568		5047		3.5		2.0 
37568		2959		2.5		2.0 
37568		25		2.5		1.5 
37568		2950		3.0		2.5 
37713		7360		2.0		1.0 
37786		231		2.5		3.0 
37786		8529		5.0		4.5 
37857		7293		2.5		3.5 
37957		7346		5.0		4.5 
37987		27706		4.0		5.0 
38281		8454		4.0		4.0 
38348		54934		5.0		1.0 
38396		4886		4.0		4.5 
38396		4306		3.5		4.0 
38396		50872		5.0		4.5 
38396		1221		4.0		3.5 
38396		8360		3.5		4.0 
38396		3159		3.5		2.0 
38396		2125		4.5		4.0 
38396		260		4.0		4.0 
38527		7449		-0.5		0.5 
38527		1207		2.5		2.0 
38527		215		2.0		3.5 
38662		42718		2.5		3.0 
38662		56171		2.5		3.0 
38662		8981		3.5		3.5 
38662		52722		3.5		3.0 
38662		3093		3.5		2.0 
38662		2442		3.5		3.0 
38662		54503		4.0		3.5 
38662		6618		3.0		3.0 
38662		1262		3.5		4.0 
38662		47610		3.5		2.0 
38662		40629		2.5		3.0 
38662		368		2.5		2.5 
38662		43460		3.5		2.5 
38662		735		2.0		2.0 
38664		26554		4.5		2.0 
38664		3703		2.0		4.0 
38726		2959		3.5		1.0 
38726		6245		3.5		3.0 
38726		1247		3.5		4.0 
38726		8636		4.0		2.0 
38745		7254		2.5		4.5 
38875		49822		4.0		4.0 
38875		45447		4.5		4.0 
38875		44613		4.0		3.0 
38875		49530		3.5		3.5 
38875		42018		3.5		3.5 
38875		45720		4.0		4.0 
38875		41863		3.0		4.0 
38875		48385		2.5		3.0 
38875		44555		4.0		4.5 
38875		1221		3.5		4.0 
38875		858		3.0		3.0 
38875		47200		3.5		3.0 
38875		4978		3.5		4.0 
38875		37475		3.5		3.5 
38875		46974		4.0		2.5 
38875		49272		3.5		3.5 
38875		2146		3.5		3.0 
38875		5759		3.5		3.5 
38875		38994		3.5		3.5 
38875		6382		3.5		4.5 
38875		44199		3.0		3.5 
38875		40819		4.0		4.0 
38875		45950		4.0		4.5 
38875		2934		4.0		5.0 
38875		51471		3.5		3.0 
38875		37857		3.0		3.5 
38875		60069		3.5		3.5 
38875		49961		3.0		3.0 
38875		4334		4.5		5.0 
38875		44197		3.5		3.5 
38875		8645		3.5		4.5 
38875		51931		3.5		3.5 
38875		49132		3.5		4.0 
38875		4037		3.0		3.5 
38889		8337		4.5		4.0 
38927		33615		3.5		4.5 
38927		6333		4.0		4.0 
38927		3896		4.5		5.0 
38927		2702		4.0		5.0 
38927		48385		5.0		4.5 
38927		32587		4.5		5.0 
38927		2890		4.5		4.0 
38927		3354		4.0		4.0 
38927		2686		5.0		5.0 
38927		36529		4.5		4.0 
38934		25		5.0		5.0 
39033		1645		3.5		1.5 
39033		52604		4.0		5.0 
39033		3785		2.5		3.0 
39033		35836		4.5		4.0 
39033		6874		4.0		0.5 
39033		527		4.0		4.5 
39047		26614		4.5		4.5 
39065		44191		3.5		3.5 
39065		4973		4.5		5.0 
39065		5298		4.0		3.0 
39065		6385		4.5		4.0 
39065		3967		4.5		4.0 
39065		2739		5.0		4.5 
39065		42004		3.5		3.5 
39065		1197		4.0		4.0 
39065		62		3.5		3.0 
39065		4979		4.0		5.0 
39065		7361		4.5		4.5 
39065		2774		3.5		3.5 
39065		2858		4.5		5.0 
39065		7147		4.5		4.5 
39065		2959		4.5		3.5 
39065		4642		4.0		3.5 
39065		497		4.0		4.5 
39065		2691		4.0		4.0 
39065		4248		4.0		4.0 
39065		40819		4.0		3.5 
39065		6974		4.0		3.0 
39065		2266		4.0		3.5 
39065		3255		4.0		3.5 
39065		1203		4.5		3.5 
39156		6306		2.5		4.0 
39177		38600		3.5		4.5 
39177		2134		4.0		3.5 
39177		36276		3.5		5.0 
39272		37384		5.0		5.0 
39282		1884		4.0		4.5 
39282		1921		4.5		4.0 
39282		5995		4.0		4.0 
39282		353		3.5		3.5 
39282		908		4.5		5.0 
39282		3552		4.5		4.0 
39282		3676		4.0		4.5 
39282		36276		4.0		3.5 
39362		2398		3.0		3.0 
39390		1394		5.0		5.0 
39393		1391		4.0		3.5 
39463		2406		2.5		3.5 
39513		235		3.0		4.5 
39607		45720		5.0		2.0 
39607		5269		5.0		2.5 
39607		7034		5.0		5.0 
39608		1821		4.0		4.0 
39608		515		4.0		4.5 
39608		903		4.5		5.0 
39677		3113		3.5		0.5 
39677		51662		2.5		3.0 
39677		2908		3.5		3.0 
39689		54281		4.0		5.0 
39689		3074		5.0		5.0 
39689		32853		4.0		5.0 
39689		52973		5.0		4.0 
39689		51698		4.0		4.0 
39689		60756		5.0		3.0 
39689		266		5.0		5.0 
39689		45635		4.5		5.0 
39689		51077		4.5		5.0 
39689		54881		4.0		4.0 
39689		55830		4.0		5.0 
39689		3644		4.0		4.0 
39689		52579		4.0		2.0 
39689		4809		4.0		3.0 
39689		2787		4.0		5.0 
39689		4297		4.0		4.0 
39689		59037		4.0		5.0 
39689		60069		4.5		5.0 
39689		4591		4.5		5.0 
39689		6885		4.0		4.0 
39689		55926		4.0		5.0 
39746		2490		5.0		5.0 
39897		51935		4.5		4.5 
39935		48774		5.0		5.0 
39935		6078		1.5		4.5 
39935		27821		4.5		5.0 
39935		2334		5.0		5.0 
39935		2022		5.0		5.0 
39935		1101		4.5		4.0 
39935		5817		5.0		5.0 
39935		8906		4.0		4.5 
39981		62198		3.5		4.0 
39985		5618		5.0		5.0 
39985		8874		5.0		5.0 
39985		3253		5.0		5.0 
39985		40966		5.0		5.0 
40136		42632		4.0		4.0 
40136		2427		4.0		4.5 
40236		6902		4.5		4.5 
40284		42007		4.5		4.0 
40328		53972		4.0		5.0 
40328		8376		4.0		5.0 
40421		3751		4.0		3.5 
40456		3275		4.5		5.0 
40456		4993		5.0		5.0 
40456		7317		4.0		5.0 
40456		6902		5.0		5.0 
40456		3147		4.5		5.0 
40456		40723		3.0		0.5 
40456		2959		4.5		5.0 
40456		1527		4.5		4.0 
40465		3677		3.5		4.5 
40737		8604		4.5		4.5 
40800		49530		4.0		4.5 
40800		367		3.5		3.5 
40800		32587		4.0		4.0 
40800		7254		4.0		5.0 
40800		48394		4.0		4.0 
40800		2334		3.5		3.5 
40800		4015		3.5		3.0 
40800		8972		4.0		3.5 
40800		48997		3.5		3.0 
40800		628		4.0		3.5 
40800		6870		4.0		4.0 
40800		293		4.0		4.0 
40800		235		4.0		3.0 
40800		2763		3.0		4.0 
40800		26614		4.0		4.5 
40800		5010		4.0		4.5 
40800		2605		4.0		3.0 
40800		3476		3.0		3.5 
40800		608		3.5		2.5 
40800		2115		3.5		2.5 
40800		6934		4.0		4.0 
40800		4886		4.0		4.0 
40800		51255		3.5		3.0 
40810		1059		2.5		5.0 
40837		57526		2.5		2.0 
40863		31658		5.0		5.0 
40872		52375		1.0		1.5 
40872		53322		0.5		3.5 
40930		5971		5.0		5.0 
40930		7151		4.5		4.5 
40930		44191		4.5		4.5 
40930		170		3.5		4.0 
40930		3556		5.0		5.0 
40930		27721		4.5		4.5 
40930		32587		4.5		4.5 
40930		1206		5.0		5.0 
40930		509		5.0		5.0 
40930		4963		4.0		4.0 
40930		1285		5.0		5.0 
41027		1234		3.5		5.0 
41027		40819		3.5		3.5 
41130		2148		4.0		5.0 
41130		5400		4.5		3.5 
41130		10		4.0		4.0 
41130		1610		4.0		4.5 
41130		2617		4.0		4.0 
41130		2513		4.0		5.0 
41130		349		4.0		4.5 
41130		8985		3.5		4.0 
41130		1345		4.5		5.0 
41130		4815		4.0		1.0 
41130		2517		4.0		4.0 
41130		4532		4.5		4.0 
41130		42738		5.0		5.0 
41130		1722		4.0		4.0 
41130		4388		3.5		4.0 
41130		6731		5.0		5.0 
41154		49649		5.0		1.5 
41154		42197		5.0		5.0 
41178		45081		3.5		2.0 
41178		55999		4.5		4.5 
41178		47261		3.5		1.5 
41178		52712		1.0		2.5 
41178		42013		3.5		4.0 
41178		58156		2.0		0.5 
41178		50149		3.5		2.0 
41178		37733		4.0		2.0 
41178		44195		4.0		4.5 
41178		802		5.0		5.0 
41178		44397		4.0		4.0 
41178		32		3.5		4.5 
41178		58299		3.0		2.0 
41178		59784		3.5		5.0 
41178		59018		4.5		4.0 
41178		5943		3.5		5.0 
41178		60126		3.5		3.5 
41178		3388		3.5		5.0 
41178		51086		1.5		2.5 
41178		1727		3.0		1.0 
41178		40629		4.0		4.0 
41178		150		3.0		2.0 
41178		6323		4.0		3.5 
41178		5881		3.5		1.0 
41178		39307		3.5		4.0 
41178		48		2.5		2.0 
41178		60756		3.5		1.0 
41178		1917		3.5		5.0 
41178		8529		4.0		4.0 
41178		56176		3.5		4.5 
41178		6936		4.0		5.0 
41178		53993		5.0		4.0 
41178		480		3.0		5.0 
41178		1591		3.5		5.0 
41178		40851		3.5		5.0 
41178		45431		4.5		4.5 
41178		46723		4.0		3.0 
41178		40581		3.5		4.0 
41178		2253		3.5		5.0 
41178		45499		4.0		4.0 
41201		5618		5.0		5.0 
41238		32587		2.5		5.0 
41391		2366		4.0		4.0 
41391		41569		4.0		4.0 
41394		2959		4.0		5.0 
41394		41285		3.5		5.0 
41468		1252		2.5		5.0 
41573		54736		1.5		1.5 
41688		8957		5.0		5.0 
41726		1449		3.5		3.0 
41726		1387		4.5		4.5 
41726		48997		4.5		4.0 
41726		8376		4.5		4.0 
41726		1089		4.0		5.0 
41726		1197		4.0		4.0 
41726		1258		4.0		4.5 
41726		223		4.5		4.5 
41726		2858		4.5		4.5 
41726		55118		4.5		3.0 
41726		40732		3.0		3.5 
41726		56333		3.5		3.5 
41726		48385		4.0		4.5 
41726		1136		4.5		5.0 
41726		608		4.0		4.5 
41726		60766		4.0		4.5 
41726		1223		4.0		4.0 
41727		4355		2.5		4.5 
41740		3044		5.0		4.5 
41740		48520		4.0		3.5 
41740		3994		5.0		5.0 
41740		35836		5.0		4.5 
41740		761		4.5		4.0 
41740		50064		3.5		3.0 
41740		5903		3.5		3.5 
41740		3481		5.0		5.0 
41740		135		4.5		4.5 
41740		47610		4.0		4.0 
41740		8939		4.5		4.0 
41740		5881		4.5		5.0 
41740		8337		4.5		5.0 
41740		2073		4.5		5.0 
41740		3035		5.0		5.0 
41838		497		3.5		3.5 
41838		6440		4.0		4.0 
41838		4878		4.0		4.0 
41838		1350		3.5		3.5 
41838		1298		3.5		4.5 
41838		1997		3.5		4.5 
41838		7438		3.5		3.5 
41838		480		3.5		4.5 
41838		2413		3.5		4.0 
41838		2916		3.0		3.5 
41838		2000		3.5		3.5 
41838		38038		4.0		4.0 
41838		1237		4.0		4.5 
41838		260		4.0		4.0 
41838		7013		5.0		3.5 
41838		1580		3.5		3.5 
41838		7153		4.0		3.5 
41838		1059		3.5		3.5 
41838		1175		4.0		3.5 
41838		27773		4.0		4.5 
41838		1617		4.0		5.0 
41838		2700		3.5		4.0 
41838		1213		4.0		4.5 
41838		555		4.0		4.5 
41838		6870		3.5		3.0 
41838		356		4.0		4.0 
41838		1198		4.0		3.5 
41838		54272		4.0		2.0 
41838		1036		3.5		3.5 
41838		1208		4.0		5.0 
41838		36276		3.5		2.0 
41838		924		4.0		4.5 
41838		6874		3.5		3.5 
41838		1080		3.0		2.0 
41838		3340		3.5		1.0 
41838		509		4.0		3.0 
41838		27317		4.5		3.5 
41838		5352		3.5		2.0 
41838		923		4.0		4.0 
41838		45210		4.0		4.5 
41838		471		3.0		3.0 
41838		953		4.5		4.0 
41838		4226		4.0		4.5 
41838		25923		4.0		4.0 
41838		1732		4.0		4.0 
41838		16		3.0		3.0 
41838		4993		4.0		4.5 
41838		1945		4.0		4.0 
41838		1219		4.0		4.5 
41838		48516		4.0		4.0 
41838		3114		4.0		3.5 
41838		300		4.5		3.5 
41838		2396		4.5		3.0 
41838		912		4.0		4.5 
41859		2642		1.5		2.0 
41946		318		2.5		4.5 
42059		714		4.5		5.0 
42059		3355		4.5		4.0 
42122		40629		5.0		4.0 
42164		5995		4.0		4.5 
42356		3006		4.0		4.0 
42678		59315		2.5		4.0 
42688		306		2.5		4.0 
42789		3623		5.0		4.0 
43004		2232		4.5		4.5 
43017		61729		2.5		3.5 
43102		40819		4.0		5.0 
43102		42004		4.5		4.5 
43113		3033		4.0		3.5 
43113		1101		3.0		2.5 
43113		40815		3.5		4.0 
43113		2028		3.5		3.0 
43113		8866		3.0		2.5 
43113		110		3.0		5.0 
43113		3034		4.0		3.5 
43113		59501		3.0		3.0 
43113		5541		3.5		3.5 
43113		1136		3.5		5.0 
43113		5952		4.0		3.5 
43113		31410		3.0		4.0 
43113		5481		3.5		3.0 
43189		1974		3.5		4.0 
43189		1347		3.0		4.0 
43189		1970		3.0		3.5 
43213		8636		4.5		4.5 
43213		8464		5.0		4.0 
43213		2051		3.5		3.0 
43213		2467		5.0		5.0 
43213		1805		4.0		4.0 
43213		2414		4.5		4.5 
43213		2231		4.0		4.5 
43213		541		5.0		5.0 
43213		2294		4.0		4.5 
43213		3142		2.5		5.0 
43213		2641		4.5		3.5 
43213		589		4.0		4.0 
43213		32		4.5		4.5 
43213		920		4.5		4.5 
43213		2858		4.5		4.5 
43213		5378		4.0		5.0 
43213		866		4.5		4.5 
43213		1225		4.5		4.0 
43213		4446		4.5		4.0 
43213		1270		4.5		5.0 
43213		3100		4.5		3.5 
43213		2105		4.0		4.5 
43213		247		4.0		4.0 
43213		1961		4.5		4.0 
43213		2355		4.5		4.0 
43213		2716		4.5		4.5 
43213		33493		4.0		5.0 
43213		1201		4.5		4.5 
43213		7318		5.0		4.5 
43213		586		3.5		4.0 
43213		2687		4.5		4.5 
43213		3986		3.5		4.0 
43213		3033		4.5		4.0 
43213		2067		4.0		4.5 
